consistency-validation-worker-1  | [2025-10-27 04:28:23,814: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:34,871: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 준거법 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:30:36,553: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:36,554: WARNING/ForkPoolWorker-8] No match found for user clause: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:36,554: INFO/ForkPoolWorker-8] Verifying user clause 83/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:38,457: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:38,458: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 불가항력 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:30:39,786: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:39,787: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:30:41,378: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:42,983: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:44,300: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:44,301: WARNING/ForkPoolWorker-8] No match found for user clause: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:44,301: INFO/ForkPoolWorker-8] Verifying user clause 84/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:46,275: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:47,643: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:47,645: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 계약의 해제 또는 해지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:30:49,072: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:50,369: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:51,674: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:51,675: WARNING/ForkPoolWorker-8] No match found for user clause: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:51,675: INFO/ForkPoolWorker-8] Verifying user clause 85/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:54,320: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:54,321: INFO/ForkPoolWorker-8] Match found: 제14조 조본문 -> 통지 (confidence: 0.90)
consistency-validation-worker-1  | [2025-10-27 04:30:54,321: INFO/ForkPoolWorker-8] Verifying user clause 86/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:30:56,264: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:57,776: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:57,777: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 통지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:30:59,169: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:30:59,170: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 준거법 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:31:00,488: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:02,697: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:02,698: WARNING/ForkPoolWorker-8] No match found for user clause: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:31:02,698: INFO/ForkPoolWorker-8] Verifying user clause 87/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:31:02,699: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 준거법 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:31:04,095: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:06,128: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:07,658: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:08,997: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:10,863: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:10,864: WARNING/ForkPoolWorker-8] No match found for user clause: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:31:10,864: INFO/ForkPoolWorker-8] Verifying user clause 88/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:31:13,186: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:13,187: INFO/ForkPoolWorker-8] Match found: 제14조 조본문 -> 계약의 이행 및 준수 (confidence: 0.90)
consistency-validation-worker-1  | [2025-10-27 04:31:13,187: INFO/ForkPoolWorker-8] Verifying user clause 89/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:31:13,187: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 계약기간 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:31:14,382: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:15,325: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:16,669: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:17,798: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:17,799: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 준거법 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:31:18,982: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:18,983: WARNING/ForkPoolWorker-8] No match found for user clause: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:31:18,983: INFO/ForkPoolWorker-8] Verifying user clause 90/90: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:31:20,854: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:22,061: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:24,648: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:24,649: WARNING/ForkPoolWorker-8] Duplicate match attempt: 제14조 조본문 -> 통지 (already matched)
consistency-validation-worker-1  | [2025-10-27 04:31:26,686: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:28,161: INFO/ForkPoolWorker-8] HTTP Request: POST https://krcentral.cognitiveservices.azure.com//openai/deployments/gpt-4o/chat/completions?api-version=2024-02-15-preview "HTTP/1.1 200 OK"
consistency-validation-worker-1  | [2025-10-27 04:31:28,162: WARNING/ForkPoolWorker-8] No match found for user clause: 제14조 조본문
consistency-validation-worker-1  | [2025-10-27 04:31:28,162: INFO/ForkPoolWorker-8] Identifying missing clauses...
consistency-validation-worker-1  | [2025-10-27 04:31:28,162: INFO/ForkPoolWorker-8] Reverse verification completed: 9/31 titles matched, 312 clause matches found, 61 clauses missing, 0 duplicate matches detected
consistency-validation-worker-1  | [2025-10-27 04:31:28,162: INFO/ForkPoolWorker-8] 검증 완료: 매칭 9/31
consistency-validation-worker-1  | [2025-10-27 04:31:28,197: INFO/ForkPoolWorker-8] [Celery Task] 검증 완료: contract_e470eef1d520
consistency-validation-worker-1  | [2025-10-27 04:31:28,200: INFO/ForkPoolWorker-8] Task consistency.verify_contract[71c92f9b-decc-4392-aca5-e4b4547287b3] succeeded in 717.1303786370008s: {'success': True, 'contract_id': 'contract_e470eef1d520', 'matched_clauses': 9, 'missing_clauses': 61, 'verification_rate': 8.88888888888889}
